category,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,is_premium,source,review_status
Mathématiques,BEPC,Calcule : 11 + 38 = ?,54,49,51,47,1,On additionne les deux nombres : 11 + 38 = 49.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 39 = ?,50,52,48,55,0,On additionne les deux nombres : 11 + 39 = 50.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 40 = ?,51,53,49,56,0,On additionne les deux nombres : 11 + 40 = 51.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 41 = ?,50,54,52,57,2,On additionne les deux nombres : 11 + 41 = 52.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 42 = ?,58,53,55,51,1,On additionne les deux nombres : 11 + 42 = 53.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 43 = ?,59,54,56,52,1,On additionne les deux nombres : 11 + 43 = 54.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 44 = ?,57,53,60,55,3,On additionne les deux nombres : 11 + 44 = 55.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 45 = ?,54,61,56,58,2,On additionne les deux nombres : 11 + 45 = 56.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 46 = ?,55,57,62,59,1,On additionne les deux nombres : 11 + 46 = 57.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 47 = ?,63,56,60,58,3,On additionne les deux nombres : 11 + 47 = 58.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 48 = ?,57,59,64,61,1,On additionne les deux nombres : 11 + 48 = 59.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 49 = ?,60,62,58,65,0,On additionne les deux nombres : 11 + 49 = 60.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 50 = ?,63,59,61,66,2,On additionne les deux nombres : 11 + 50 = 61.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 51 = ?,62,60,64,67,0,On additionne les deux nombres : 11 + 51 = 62.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 52 = ?,63,65,61,68,0,On additionne les deux nombres : 11 + 52 = 63.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 53 = ?,62,64,66,69,1,On additionne les deux nombres : 11 + 53 = 64.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 54 = ?,67,65,63,70,1,On additionne les deux nombres : 11 + 54 = 65.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 55 = ?,64,68,66,71,2,On additionne les deux nombres : 11 + 55 = 66.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 56 = ?,67,69,72,65,0,On additionne les deux nombres : 11 + 56 = 67.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 57 = ?,73,68,66,70,1,On additionne les deux nombres : 11 + 57 = 68.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 58 = ?,69,71,74,67,0,On additionne les deux nombres : 11 + 58 = 69.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 59 = ?,70,68,72,75,0,On additionne les deux nombres : 11 + 59 = 70.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 60 = ?,71,76,73,69,0,On additionne les deux nombres : 11 + 60 = 71.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 61 = ?,72,74,77,70,0,On additionne les deux nombres : 11 + 61 = 72.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 62 = ?,78,73,75,71,1,On additionne les deux nombres : 11 + 62 = 73.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 63 = ?,76,72,74,79,2,On additionne les deux nombres : 11 + 63 = 74.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 64 = ?,73,77,75,80,2,On additionne les deux nombres : 11 + 64 = 75.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 65 = ?,81,74,76,78,2,On additionne les deux nombres : 11 + 65 = 76.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 66 = ?,77,79,75,82,0,On additionne les deux nombres : 11 + 66 = 77.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 67 = ?,78,76,83,80,0,On additionne les deux nombres : 11 + 67 = 78.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 68 = ?,77,84,81,79,3,On additionne les deux nombres : 11 + 68 = 79.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 69 = ?,78,80,82,85,1,On additionne les deux nombres : 11 + 69 = 80.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 70 = ?,81,86,83,79,0,On additionne les deux nombres : 11 + 70 = 81.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 71 = ?,80,82,87,84,1,On additionne les deux nombres : 11 + 71 = 82.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 72 = ?,85,88,81,83,3,On additionne les deux nombres : 11 + 72 = 83.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 73 = ?,82,84,86,89,1,On additionne les deux nombres : 11 + 73 = 84.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 74 = ?,90,83,85,87,2,On additionne les deux nombres : 11 + 74 = 85.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 75 = ?,91,88,86,84,2,On additionne les deux nombres : 11 + 75 = 86.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 76 = ?,85,87,89,92,1,On additionne les deux nombres : 11 + 76 = 87.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 77 = ?,86,88,93,90,1,On additionne les deux nombres : 11 + 77 = 88.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 78 = ?,87,89,94,91,1,On additionne les deux nombres : 11 + 78 = 89.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 79 = ?,95,92,90,88,2,On additionne les deux nombres : 11 + 79 = 90.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 80 = ?,89,91,93,96,1,On additionne les deux nombres : 11 + 80 = 91.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 81 = ?,97,92,94,90,1,On additionne les deux nombres : 11 + 81 = 92.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 82 = ?,93,95,91,98,0,On additionne les deux nombres : 11 + 82 = 93.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 83 = ?,92,94,96,99,1,On additionne les deux nombres : 11 + 83 = 94.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 84 = ?,97,95,100,93,1,On additionne les deux nombres : 11 + 84 = 95.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 85 = ?,101,94,96,98,2,On additionne les deux nombres : 11 + 85 = 96.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 86 = ?,97,95,99,102,0,On additionne les deux nombres : 11 + 86 = 97.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 11 + 87 = ?,103,98,96,100,1,On additionne les deux nombres : 11 + 87 = 98.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 3 = ?,20,13,17,15,3,On additionne les deux nombres : 12 + 3 = 15.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 4 = ?,18,21,14,16,3,On additionne les deux nombres : 12 + 4 = 16.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 5 = ?,17,19,22,15,0,On additionne les deux nombres : 12 + 5 = 17.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 6 = ?,20,23,18,16,2,On additionne les deux nombres : 12 + 6 = 18.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 7 = ?,19,17,21,24,0,On additionne les deux nombres : 12 + 7 = 19.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 8 = ?,22,20,18,25,1,On additionne les deux nombres : 12 + 8 = 20.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 9 = ?,23,19,26,21,3,On additionne les deux nombres : 12 + 9 = 21.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 10 = ?,24,22,20,27,1,On additionne les deux nombres : 12 + 10 = 22.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 11 = ?,25,28,23,21,2,On additionne les deux nombres : 12 + 11 = 23.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 12 = ?,24,26,29,22,0,On additionne les deux nombres : 12 + 12 = 24.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 13 = ?,27,30,23,25,3,On additionne les deux nombres : 12 + 13 = 25.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 14 = ?,31,28,24,26,3,On additionne les deux nombres : 12 + 14 = 26.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 15 = ?,27,25,29,32,0,On additionne les deux nombres : 12 + 15 = 27.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 16 = ?,28,26,30,33,0,On additionne les deux nombres : 12 + 16 = 28.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 17 = ?,29,27,34,31,0,On additionne les deux nombres : 12 + 17 = 29.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 18 = ?,30,32,35,28,0,On additionne les deux nombres : 12 + 18 = 30.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 19 = ?,36,31,33,29,1,On additionne les deux nombres : 12 + 19 = 31.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 20 = ?,37,34,32,30,2,On additionne les deux nombres : 12 + 20 = 32.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 21 = ?,38,33,35,31,1,On additionne les deux nombres : 12 + 21 = 33.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 22 = ?,32,39,34,36,2,On additionne les deux nombres : 12 + 22 = 34.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 23 = ?,35,37,33,40,0,On additionne les deux nombres : 12 + 23 = 35.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 24 = ?,34,41,36,38,2,On additionne les deux nombres : 12 + 24 = 36.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 25 = ?,35,37,39,42,1,On additionne les deux nombres : 12 + 25 = 37.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 26 = ?,40,38,43,36,1,On additionne les deux nombres : 12 + 26 = 38.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 27 = ?,39,37,44,41,0,On additionne les deux nombres : 12 + 27 = 39.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 28 = ?,45,42,40,38,2,On additionne les deux nombres : 12 + 28 = 40.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 29 = ?,43,41,46,39,1,On additionne les deux nombres : 12 + 29 = 41.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 30 = ?,47,42,44,40,1,On additionne les deux nombres : 12 + 30 = 42.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 31 = ?,48,45,41,43,3,On additionne les deux nombres : 12 + 31 = 43.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 32 = ?,46,49,44,42,2,On additionne les deux nombres : 12 + 32 = 44.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 33 = ?,43,45,50,47,1,On additionne les deux nombres : 12 + 33 = 45.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 34 = ?,48,46,51,44,1,On additionne les deux nombres : 12 + 34 = 46.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 35 = ?,49,47,52,45,1,On additionne les deux nombres : 12 + 35 = 47.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 36 = ?,53,46,50,48,3,On additionne les deux nombres : 12 + 36 = 48.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 37 = ?,51,54,47,49,3,On additionne les deux nombres : 12 + 37 = 49.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 38 = ?,55,50,52,48,1,On additionne les deux nombres : 12 + 38 = 50.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 39 = ?,49,56,51,53,2,On additionne les deux nombres : 12 + 39 = 51.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 40 = ?,57,54,52,50,2,On additionne les deux nombres : 12 + 40 = 52.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 41 = ?,55,53,51,58,1,On additionne les deux nombres : 12 + 41 = 53.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 42 = ?,59,56,54,52,2,On additionne les deux nombres : 12 + 42 = 54.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 43 = ?,60,55,53,57,1,On additionne les deux nombres : 12 + 43 = 55.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 44 = ?,56,54,61,58,0,On additionne les deux nombres : 12 + 44 = 56.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 45 = ?,55,57,59,62,1,On additionne les deux nombres : 12 + 45 = 57.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 46 = ?,60,56,58,63,2,On additionne les deux nombres : 12 + 46 = 58.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 47 = ?,61,57,64,59,3,On additionne les deux nombres : 12 + 47 = 59.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 48 = ?,60,62,58,65,0,On additionne les deux nombres : 12 + 48 = 60.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 49 = ?,61,63,59,66,0,On additionne les deux nombres : 12 + 49 = 61.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 50 = ?,67,60,64,62,3,On additionne les deux nombres : 12 + 50 = 62.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 51 = ?,61,63,68,65,1,On additionne les deux nombres : 12 + 51 = 63.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 52 = ?,64,62,69,66,0,On additionne les deux nombres : 12 + 52 = 64.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 53 = ?,67,65,70,63,1,On additionne les deux nombres : 12 + 53 = 65.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 54 = ?,66,71,68,64,0,On additionne les deux nombres : 12 + 54 = 66.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 55 = ?,67,65,69,72,0,On additionne les deux nombres : 12 + 55 = 67.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 56 = ?,73,70,68,66,2,On additionne les deux nombres : 12 + 56 = 68.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 57 = ?,69,74,71,67,0,On additionne les deux nombres : 12 + 57 = 69.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 58 = ?,70,75,72,68,0,On additionne les deux nombres : 12 + 58 = 70.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 59 = ?,76,73,71,69,2,On additionne les deux nombres : 12 + 59 = 71.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 60 = ?,72,70,74,77,0,On additionne les deux nombres : 12 + 60 = 72.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 61 = ?,78,75,73,71,2,On additionne les deux nombres : 12 + 61 = 73.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 62 = ?,72,74,79,76,1,On additionne les deux nombres : 12 + 62 = 74.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 63 = ?,75,77,80,73,0,On additionne les deux nombres : 12 + 63 = 75.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 64 = ?,81,76,74,78,1,On additionne les deux nombres : 12 + 64 = 76.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 65 = ?,79,77,75,82,1,On additionne les deux nombres : 12 + 65 = 77.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 66 = ?,83,80,78,76,2,On additionne les deux nombres : 12 + 66 = 78.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 67 = ?,79,84,77,81,0,On additionne les deux nombres : 12 + 67 = 79.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 68 = ?,78,80,85,82,1,On additionne les deux nombres : 12 + 68 = 80.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 69 = ?,86,81,83,79,1,On additionne les deux nombres : 12 + 69 = 81.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 70 = ?,84,87,80,82,3,On additionne les deux nombres : 12 + 70 = 82.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 71 = ?,83,88,81,85,0,On additionne les deux nombres : 12 + 71 = 83.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 72 = ?,82,84,89,86,1,On additionne les deux nombres : 12 + 72 = 84.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 73 = ?,83,90,87,85,3,On additionne les deux nombres : 12 + 73 = 85.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 74 = ?,84,91,88,86,3,On additionne les deux nombres : 12 + 74 = 86.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 75 = ?,89,87,85,92,1,On additionne les deux nombres : 12 + 75 = 87.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 76 = ?,93,90,88,86,2,On additionne les deux nombres : 12 + 76 = 88.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 77 = ?,91,89,94,87,1,On additionne les deux nombres : 12 + 77 = 89.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 78 = ?,92,90,88,95,1,On additionne les deux nombres : 12 + 78 = 90.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 79 = ?,91,93,96,89,0,On additionne les deux nombres : 12 + 79 = 91.,true,Règle scolaire vérifiée mécaniquement,validated
Mathématiques,BEPC,Calcule : 12 + 80 = ?,94,90,97,92,3,On additionne les deux nombres : 12 + 80 = 92.,true,Règle scolaire vérifiée mécaniquement,validated
